game_id,score1,score2,team1,team2,week,year
331215006,37,36,Green Bay,Dallas,15,2013
331215010,37,34,Arizona,Tennessee,15,2013
331215014,27,16,St. Louis,New Orleans,15,2013
331215023,30,20,Pittsburgh,Cincinnati,15,2013
331216008,18,16,Baltimore,Detroit,15,2013
331222002,19,0,Buffalo,Miami,16,2013
331222004,42,14,Cincinnati,Minnesota,16,2013
331222012,23,7,Indianapolis,Kansas City,16,2013
331222014,23,13,St. Louis,Tampa Bay,16,2013
331222020,24,13,NY Jets,Cleveland,16,2013
331222028,24,23,Dallas,Washington,16,2013
331222029,17,13,Carolina,New Orleans,16,2013
331222030,20,16,Tennessee,Jacksonville,16,2013
331222034,37,13,Denver,Houston,16,2013
331222008,23,20,NY Giants,Detroit,16,2013
331222026,17,10,Arizona,Seattle,16,2013
331222009,38,31,Pittsburgh,Green Bay,16,2013
331222024,26,13,San Diego,Oakland,16,2013
331222033,41,7,New England,Baltimore,16,2013
331222021,54,11,Philadelphia,Chicago,16,2013
331223025,34,24,San Francisco,Atlanta,16,2013
331229001,21,20,Carolina,Atlanta,17,2013
331229004,34,17,Cincinnati,Baltimore,17,2013
331229010,16,10,Tennessee,Houston,17,2013
331229011,30,10,Indianapolis,Jacksonville,17,2013
331229015,20,7,NY Jets,Miami,17,2013
331229016,14,13,Minnesota,Detroit,17,2013
331229019,20,6,NY Giants,Washington,17,2013
331229023,20,7,Pittsburgh,Cleveland,17,2013
331229003,33,28,Green Bay,Chicago,17,2013
331229013,34,14,Denver,Oakland,17,2013
331229017,34,20,New England,Buffalo,17,2013
331229018,42,17,New Orleans,Tampa Bay,17,2013
331229022,23,20,San Francisco,Arizona,17,2013
331229024,27,24,San Diego,Kansas City,17,2013
331229026,27,9,Seattle,St. Louis,17,2013
331229006,24,22,Philadelphia,Dallas,17,2013
330912017,13,10,New England,NY Jets,2,2013
330915001,31,24,Atlanta,St. Louis,2,2013
330915002,24,23,Buffalo,Carolina,2,2013
330915003,31,30,Chicago,Minnesota,2,2013
330915009,38,20,Green Bay,Washington,2,2013
330915011,24,20,Miami,Indianapolis,2,2013
330915012,17,16,Kansas City,Dallas,2,2013
330915021,33,30,San Diego,Philadelphia,2,2013
330915033,14,6,Baltimore,Cleveland,2,2013
330915034,30,24,Houston,Tennessee,2,2013
330915022,25,21,Arizona,Detroit,2,2013
330915027,16,14,New Orleans,Tampa Bay,2,2013
330915013,19,9,Oakland,Jacksonville,2,2013
330915019,41,23,Denver,NY Giants,2,2013
330915026,29,3,Seattle,San Francisco,2,2013
330916004,20,10,Cincinnati,Pittsburgh,2,2013
330919021,26,16,Kansas City,Philadelphia,3,2013
330922004,34,30,Cincinnati,Green Bay,3,2013
330922006,31,7,Dallas,St. Louis,3,2013
330922010,20,17,Tennessee,San Diego,3,2013
330922016,31,27,Cleveland,Minnesota,3,2013
330922017,23,3,New England,Tampa Bay,3,2013
330922018,31,7,New Orleans,Arizona,3,2013
330922028,27,20,Detroit,Washington,3,2013
330922029,38,0,Carolina,NY Giants,3,2013
330922033,30,9,Baltimore,Houston,3,2013
330922015,27,23,Miami,Atlanta,3,2013
330922020,27,20,NY Jets,Buffalo,3,2013
330922025,27,7,Indianapolis,San Francisco,3,2013
330922026,45,17,Seattle,Jacksonville,3,2013
330922023,40,23,Chicago,Pittsburgh,3,2013
330923007,37,21,Denver,Oakland,3,2013
330926014,35,11,San Francisco,St. Louis,4,2013
330929002,23,20,Buffalo,Baltimore,4,2013
330929005,17,6,Cleveland,Cincinnati,4,2013
330929008,40,32,Detroit,Chicago,4,2013
330929012,31,7,Kansas City,NY Giants,4,2013
330929016,34,27,Minnesota,Pittsburgh,4,2013
330929027,13,10,Arizona,Tampa Bay,4,2013
330929030,37,3,Indianapolis,Jacksonville,4,2013
330929034,23,20,Seattle,Houston,4,2013
330929010,38,13,Tennessee,NY Jets,4,2013
330929007,52,20,Denver,Philadelphia,4,2013
330929013,24,14,Washington,Oakland,4,2013
330929024,30,21,San Diego,Dallas,4,2013
330929001,30,23,New England,Atlanta,4,2013
330930018,38,17,New Orleans,Miami,4,2013
331003005,37,24,Cleveland,Buffalo,5,2013
331006003,26,18,New Orleans,Chicago,5,2013
331006004,13,6,Cincinnati,New England,5,2013
331006009,22,9,Green Bay,Detroit,5,2013
331006010,26,17,Kansas City,Tennessee,5,2013
331006011,34,28,Indianapolis,Seattle,5,2013
331006014,34,20,St. Louis,Jacksonville,5,2013
331006015,26,23,Baltimore,Miami,5,2013
331006019,36,21,Philadelphia,NY Giants,5,2013
331006022,22,6,Arizona,Carolina,5,2013
331006006,51,48,Denver,Dallas,5,2013
331006025,34,3,San Francisco,Houston,5,2013
331006013,27,17,Oakland,San Diego,5,2013
331007001,30,28,NY Jets,Atlanta,5,2013
331010003,27,21,Chicago,NY Giants,6,2013
331013002,27,24,Cincinnati,Buffalo,6,2013
331013005,31,17,Detroit,Cleveland,6,2013
331013012,24,7,Kansas City,Oakland,6,2013
331013016,35,10,Carolina,Minnesota,6,2013
331013020,19,6,Pittsburgh,NY Jets,6,2013
331013027,31,20,Philadelphia,Tampa Bay,6,2013
331013033,19,17,Green Bay,Baltimore,6,2013
331013034,38,13,St. Louis,Houston,6,2013
331013007,35,19,Denver,Jacksonville,6,2013
331013026,20,13,Seattle,Tennessee,6,2013
331013017,30,27,New England,New Orleans,6,2013
331013025,32,20,San Francisco,Arizona,6,2013
331013006,31,16,Dallas,Washington,6,2013
331014024,19,9,San Diego,Indianapolis,6,2013
331017022,34,22,Seattle,Arizona,7,2013
331020001,31,23,Atlanta,Tampa Bay,7,2013
331020008,27,24,Cincinnati,Detroit,7,2013
331020015,23,21,Buffalo,Miami,7,2013
331020020,30,27,NY Jets,New England,7,2013
331020021,17,3,Dallas,Philadelphia,7,2013
331020028,45,41,Washington,Chicago,7,2013
331020029,30,15,Carolina,St. Louis,7,2013
331020030,24,6,San Diego,Jacksonville,7,2013
331020010,31,17,San Francisco,Tennessee,7,2013
331020009,31,13,Green Bay,Cleveland,7,2013
331020012,17,16,Kansas City,Houston,7,2013
331020023,19,16,Pittsburgh,Baltimore,7,2013
331020011,39,33,Indianapolis,Denver,7,2013
331021019,23,7,NY Giants,Minnesota,7,2013
331024027,31,13,Carolina,Tampa Bay,8,2013
331027008,31,30,Detroit,Dallas,8,2013
331027012,23,17,Kansas City,Cleveland,8,2013
331027017,27,17,New England,Miami,8,2013
331027018,35,17,New Orleans,Buffalo,8,2013
331027021,15,7,NY Giants,Philadelphia,8,2013
331027030,42,10,San Francisco,Jacksonville,8,2013
331027004,49,9,Cincinnati,NY Jets,8,2013
331027013,21,18,Oakland,Pittsburgh,8,2013
331027007,45,21,Denver,Washington,8,2013
331027022,27,13,Arizona,Atlanta,8,2013
331027016,44,31,Green Bay,Minnesota,8,2013
331028014,14,9,Seattle,St. Louis,8,2013
331031015,22,20,Miami,Cincinnati,9,2013
331103002,23,13,Kansas City,Buffalo,9,2013
331103006,27,23,Dallas,Minnesota,9,2013
331103014,28,21,Tennessee,St. Louis,9,2013
331103020,26,20,NY Jets,New Orleans,9,2013
331103028,30,24,Washington,San Diego,9,2013
331103029,34,10,Carolina,Atlanta,9,2013
331103013,49,20,Philadelphia,Oakland,9,2013
331103026,27,24,Seattle,Tampa Bay,9,2013
331103005,24,18,Cleveland,Baltimore,9,2013
331103017,55,31,New England,Pittsburgh,9,2013
331103034,27,24,Indianapolis,Houston,9,2013
331104009,27,20,Chicago,Green Bay,9,2013
400554214,36,16,Seattle,Green Bay,1,2014
400554215,37,34,Atlanta,New Orleans,1,2014
400554217,34,6,Minnesota,St. Louis,1,2014
400554221,30,27,Pittsburgh,Cleveland,1,2014
400554223,34,17,Philadelphia,Jacksonville,1,2014
400554226,19,14,NY Jets,Oakland,1,2014
400554229,23,16,Cincinnati,Baltimore,1,2014
400554232,23,20,Buffalo,Chicago,1,2014
400554256,17,6,Houston,Washington,1,2014
400554260,26,10,Tennessee,Kansas City,1,2014
400554262,33,20,Miami,New England,1,2014
400554266,20,14,Carolina,Tampa Bay,1,2014
400554269,28,17,San Francisco,Dallas,1,2014
400554273,31,24,Denver,Indianapolis,1,2014
400554296,35,14,Detroit,NY Giants,1,2014
400554301,18,17,Arizona,San Diego,1,2014
400554196,26,6,Baltimore,Pittsburgh,2,2014
400554198,29,10,Buffalo,Miami,2,2014
400554202,41,10,Washington,Jacksonville,2,2014
400554206,26,10,Dallas,Tennessee,2,2014
400554211,25,14,Arizona,NY Giants,2,2014
400554235,30,7,New England,Minnesota,2,2014
400554241,26,24,Cleveland,New Orleans,2,2014
400554245,24,10,Cincinnati,Atlanta,2,2014
400554249,24,7,Carolina,Detroit,2,2014
400554274,19,17,St. Louis,Tampa Bay,2,2014
400554278,30,21,San Diego,Seattle,2,2014
400554284,30,14,Houston,Oakland,2,2014
400554287,31,24,Green Bay,NY Jets,2,2014
400554291,24,17,Denver,Kansas City,2,2014
400554314,28,20,Chicago,San Francisco,2,2014
400554318,30,27,Philadelphia,Indianapolis,2,2014
400554194,56,14,Atlanta,Tampa Bay,3,2014
400554195,22,10,San Diego,Buffalo,3,2014
400554199,34,31,Dallas,St. Louis,3,2014
400554203,37,34,Philadelphia,Washington,3,2014
400554208,30,17,NY Giants,Houston,3,2014
400554213,20,9,New Orleans,Minnesota,3,2014
400554237,33,7,Cincinnati,Tennessee,3,2014
400554240,23,21,Baltimore,Cleveland,3,2014
400554244,19,7,Detroit,Green Bay,3,2014
400554247,44,17,Indianapolis,Jacksonville,3,2014
400554250,16,9,New England,Oakland,3,2014
400554253,23,14,Arizona,San Francisco,3,2014
400554276,26,20,Seattle,Denver,3,2014
400554280,34,15,Kansas City,Miami,3,2014
400554283,37,19,Pittsburgh,Carolina,3,2014
400554288,27,19,Chicago,NY Jets,3,2014
